"id","response","ip_address","response_no","plot_location","start_time","end_time","time_taken","conf_level","choice_reason","sample_size","param_value","test_param","p_value","pic_id","pic_name","experiment","difficulty","description","age","gender","academic_study"
4,"FALSE","68.100.125.222",6,3,"2013-03-29 18:52:21","2013-03-29 18:53:02",41,2,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",4,2,4
4,"TRUE","68.100.125.222",3,3,"2013-03-29 18:48:45","2013-03-29 18:50:06",81,3,"1",25,"w-0.575-2","0",0,"1329","YtransSin5.png","turk8","2","turk8",4,2,4
4,"FALSE","68.100.125.222",4,1,"2013-03-29 18:55:09","2013-03-29 18:55:29",20,2,"1",25,"w-0.575-0","0",0,"1326","YtransSin2.png","turk8","0","turk8",4,2,4
4,"FALSE","68.100.125.222",2,4,"2013-03-29 18:55:32","2013-03-29 18:55:52",20,2,"1",12,"w-0.625-2","2",0,"1350","YTransInv4.png","turk8","2","turk8",4,2,4
4,"FALSE","68.100.125.222",3,6,"2013-03-29 18:50:28","2013-03-29 18:51:09",41,3,"1",12,"w-0.6-1","2",0,"1348","YTransInv2.png","turk8","1","turk8",4,2,4
4,"FALSE","68.100.125.222",3,6,"2013-03-29 18:53:26","2013-03-29 18:54:06",40,2,"1",25,"w-0.775-5","0",0,"1335","YtransSin11.png","turk8","5","turk8",4,2,4
4,"TRUE","68.100.125.222",1,1,"2013-03-29 18:53:05","2013-03-29 18:53:23",18,2,"1",25,"w-0.5-1","0",0,"1327","YtransSin3.png","turk8","1","turk8",4,2,4
4,"FALSE","68.100.125.222",4,6,"2013-03-29 18:54:08","2013-03-29 18:55:04",56,2,"1",12,"w-0.775-5","2",0,"1355","YTransInv9.png","turk8","5","turk8",4,2,4
4,"TRUE","68.100.125.222",1,1,"2013-03-29 18:51:41","2013-03-29 18:52:18",37,2,"1",12,"w-0.75-3","2",0,"1351","YTransInv5.png","turk8","3","turk8",4,2,4
4,"FALSE","68.100.125.222",3,4,"2013-03-29 18:55:55","2013-03-29 18:56:08",13,2,"1",25,"w-0.7-4","0",0,"1334","YtransSin10.png","turk8","4","turk8",4,2,4
5,"TRUE","14.99.182.165",1,1,"2013-03-29 19:13:22","2013-03-29 19:13:40",18,1,"1",25,"w-0.5-1","0",0,"1327","YtransSin3.png","turk8","1","turk8",3,2,3
5,"FALSE","14.99.182.165",2,1,"2013-03-29 19:18:32","2013-03-29 19:18:55",23,3,"1",12,"w-0.8-3","2",0,"1352","YTransInv6.png","turk8","3","turk8",3,2,3
5,"FALSE","14.99.182.165",3,5,"2013-03-29 19:16:44","2013-03-29 19:17:38",54,1,"1",12,"w-0.575-2","2",0,"1349","YTransInv3.png","turk8","2","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:29:03","2013-03-29 19:29:13",10,1,"1",25,"w-0.65-4","0",0,"1333","YtransSin9.png","turk8","4","turk8",3,2,3
5,"FALSE","14.99.182.165",3,2,"2013-03-29 19:28:04","2013-03-29 19:28:14",10,3,"1",13,"w-0.775-5","1",0,"1345","YTransExp9.png","turk8","5","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:24:13","2013-03-29 19:24:24",11,2,"1",25,"w-0.575-2","0",0,"1329","YtransSin5.png","turk8","2","turk8",3,2,3
5,"FALSE","14.99.182.165",4,6,"2013-03-29 19:20:09","2013-03-29 19:20:19",10,1,"1",12,"w-0.6-1","2",0,"1348","YTransInv2.png","turk8","1","turk8",3,2,3
5,"FALSE","14.99.182.165",6,4,"2013-03-29 19:18:57","2013-03-29 19:19:12",15,4,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",3,2,3
5,"TRUE","14.99.182.165",4,4,"2013-03-29 19:29:15","2013-03-29 19:29:25",10,1,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:23:01","2013-03-29 19:23:46",45,2,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:32:58","2013-03-29 19:33:08",10,1,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:34:54","2013-03-29 19:35:07",13,1,"1",25,"w-0.575-2","0",0,"1329","YtransSin5.png","turk8","2","turk8",3,2,3
5,"FALSE","14.99.182.165",6,3,"2013-03-29 19:27:50","2013-03-29 19:28:02",12,1,"1",13,"w-0.8-3","1",0,"1342","YTransExp6.png","turk8","3","turk8",3,2,3
5,"FALSE","14.99.182.165",4,6,"2013-03-29 19:31:43","2013-03-29 19:32:06",23,1,"1",12,"w-0.6-1","2",0,"1348","YTransInv2.png","turk8","1","turk8",3,2,3
5,"FALSE","14.99.182.165",6,2,"2013-03-29 19:22:30","2013-03-29 19:22:58",28,3,"1",25,"w-0.6-0","0",0,"1325","YtransSin1.png","turk8","0","turk8",3,2,3
5,"FALSE","14.99.182.165",3,6,"2013-03-29 19:26:34","2013-03-29 19:26:42",8,3,"1",25,"w-0.6-1","0",0,"1328","YtransSin4.png","turk8","1","turk8",3,2,3
5,"FALSE","14.99.182.165",5,1,"2013-03-29 19:34:15","2013-03-29 19:34:35",20,1,"1",12,"w-0.8-3","2",0,"1352","YTransInv6.png","turk8","3","turk8",3,2,3
5,"FALSE","14.99.182.165",2,4,"2013-03-29 19:13:53","2013-03-29 19:14:32",39,1,"1",12,"w-0.725-5","2",0,"1356","YTransInv10.png","turk8","5","turk8",3,2,3
5,"FALSE","14.99.182.165",3,1,"2013-03-29 19:30:16","2013-03-29 19:30:31",15,1,"1",25,"w-0.575-0","0",0,"1326","YtransSin2.png","turk8","0","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:28:17","2013-03-29 19:28:28",11,1,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",3,2,3
5,"FALSE","14.99.182.165",1,2,"2013-03-29 19:21:06","2013-03-29 19:22:05",59,1,"1",13,"w-0.575-2","1",0,"1339","YTransExp3.png","turk8","2","turk8",3,2,3
5,"FALSE","14.99.182.165",2,5,"2013-03-29 19:30:34","2013-03-29 19:30:45",11,1,"1",13,"w-0.6-1","1",0,"1338","YTransExp2.png","turk8","1","turk8",3,2,3
5,"FALSE","14.99.182.165",5,4,"2013-03-29 19:19:15","2013-03-29 19:19:39",24,1,"1",25,"w-0.7-4","0",0,"1334","YtransSin10.png","turk8","4","turk8",3,2,3
5,"FALSE","14.99.182.165",1,6,"2013-03-29 19:17:44","2013-03-29 19:18:28",44,3,"1",25,"w-0.8-3","0",0,"1332","YtransSin8.png","turk8","3","turk8",3,2,3
5,"FALSE","14.99.182.165",5,4,"2013-03-29 19:22:08","2013-03-29 19:22:27",19,1,"1",25,"w-0.7-4","0",0,"1334","YtransSin10.png","turk8","4","turk8",3,2,3
5,"FALSE","14.99.182.165",3,6,"2013-03-29 19:19:56","2013-03-29 19:20:06",10,1,"1",25,"w-0.775-5","0",0,"1335","YtransSin11.png","turk8","5","turk8",3,2,3
5,"FALSE","14.99.182.165",3,6,"2013-03-29 19:30:47","2013-03-29 19:30:57",10,2,"1",25,"w-0.775-5","0",0,"1335","YtransSin11.png","turk8","5","turk8",3,2,3
5,"FALSE","14.99.182.165",3,1,"2013-03-29 19:16:22","2013-03-29 19:16:38",16,1,"1",25,"w-0.575-0","0",0,"1326","YtransSin2.png","turk8","0","turk8",3,2,3
5,"TRUE","14.99.182.165",4,4,"2013-03-29 19:32:09","2013-03-29 19:32:33",24,1,"1",12,"w-0.725-5","2",0,"1356","YTransInv10.png","turk8","5","turk8",3,2,3
5,"FALSE","14.99.182.165",2,5,"2013-03-29 19:24:27","2013-03-29 19:25:01",34,3,"1",13,"w-0.65-4","1",0,"1343","YTransExp7.png","turk8","4","turk8",3,2,3
5,"FALSE","14.99.182.165",6,5,"2013-03-29 19:25:28","2013-03-29 19:25:42",14,3,"1",13,"w-0.6-1","1",0,"1338","YTransExp2.png","turk8","1","turk8",3,2,3
5,"TRUE","14.99.182.165",6,6,"2013-03-29 19:31:17","2013-03-29 19:31:41",24,1,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",3,2,3
5,"FALSE","14.99.182.165",2,6,"2013-03-29 19:25:04","2013-03-29 19:25:26",22,3,"1",13,"w-0.725-5","1",0,"1346","YTransExp10.png","turk8","5","turk8",3,2,3
5,"TRUE","14.99.182.165",5,5,"2013-03-29 19:34:37","2013-03-29 19:34:51",14,1,"1",12,"w-0.7-4","2",0,"1354","YTransInv8.png","turk8","4","turk8",3,2,3
5,"TRUE","14.99.182.165",5,5,"2013-03-29 19:29:28","2013-03-29 19:30:13",45,1,"1",13,"w-0.65-4","1",0,"1343","YTransExp7.png","turk8","4","turk8",3,2,3
5,"FALSE","14.99.182.165",6,5,"2013-03-29 19:14:39","2013-03-29 19:16:17",98,2,"1",12,"w-0.7-4","2",0,"1354","YTransInv8.png","turk8","4","turk8",3,2,3
5,"TRUE","14.99.182.165",6,6,"2013-03-29 19:23:50","2013-03-29 19:24:10",20,3,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",3,2,3
5,"FALSE","14.99.182.165",6,2,"2013-03-29 19:28:31","2013-03-29 19:28:48",17,1,"1",13,"w-0.575-2","1",0,"1339","YTransExp3.png","turk8","2","turk8",3,2,3
5,"FALSE","14.99.182.165",6,2,"2013-03-29 19:32:35","2013-03-29 19:32:55",20,1,"1",25,"w-0.6-0","0",0,"1325","YtransSin1.png","turk8","0","turk8",3,2,3
5,"FALSE","14.99.182.165",3,6,"2013-03-29 19:28:50","2013-03-29 19:29:01",11,1,"1",25,"w-0.6-1","0",0,"1328","YtransSin4.png","turk8","1","turk8",3,2,3
5,"TRUE","14.99.182.165",3,3,"2013-03-29 19:33:11","2013-03-29 19:33:21",10,1,"1",25,"w-0.65-4","0",0,"1333","YtransSin9.png","turk8","4","turk8",3,2,3
5,"FALSE","14.99.182.165",6,3,"2013-03-29 19:25:44","2013-03-29 19:26:31",47,3,"1",13,"w-0.8-3","1",0,"1342","YTransExp6.png","turk8","3","turk8",3,2,3
5,"TRUE","14.99.182.165",5,5,"2013-03-29 19:33:47","2013-03-29 19:34:00",13,1,"1",12,"w-0.575-2","2",0,"1349","YTransInv3.png","turk8","2","turk8",3,2,3
5,"TRUE","14.99.182.165",1,1,"2013-03-29 19:34:03","2013-03-29 19:34:13",10,1,"1",25,"w-0.5-1","0",0,"1327","YtransSin3.png","turk8","1","turk8",3,2,3
6,"FALSE","117.252.12.148",5,2,"2013-03-29 18:00:40","2013-03-29 18:00:47",7,2,"1",13,"w-0.575-2","1",0,"1339","YTransExp3.png","turk8","2","turk8",4,2,4
6,"FALSE","117.252.12.148",1,4,"2013-03-29 18:00:10","2013-03-29 18:00:19",9,3,"1",13,"w-0.7-4","1",0,"1344","YTransExp8.png","turk8","4","turk8",4,2,4
6,"FALSE","117.252.12.148",3,1,"2013-03-29 18:00:23","2013-03-29 18:00:34",11,3,"1",25,"w-0.575-0","0",0,"1326","YtransSin2.png","turk8","0","turk8",4,2,4
6,"FALSE","117.252.12.148",1,3,"2013-03-29 17:58:51","2013-03-29 17:59:04",13,3,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",4,2,4
6,"FALSE","117.252.12.148",3,4,"2013-03-29 17:59:51","2013-03-29 18:00:03",12,3,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",4,2,4
6,"FALSE","117.252.12.148",4,6,"2013-03-29 17:59:35","2013-03-29 17:59:45",10,3,"1",25,"w-0.775-5","0",0,"1335","YtransSin11.png","turk8","5","turk8",4,2,4
7,"TRUE","117.201.40.86",1,1,"2013-03-29 17:44:51","2013-03-29 17:45:03",12,4,"1",13,"w-0.5-1","1",0,"1337","YTransExp1.png","turk8","1","turk8",3,2,4
7,"TRUE","117.201.40.86",4,4,"2013-03-29 17:47:28","2013-03-29 17:47:42",14,4,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",3,2,4
7,"FALSE","117.201.40.86",3,6,"2013-03-29 17:45:35","2013-03-29 17:45:45",10,5,"1",25,"w-0.6-1","0",0,"1328","YtransSin4.png","turk8","1","turk8",3,2,4
7,"FALSE","117.201.40.86",5,6,"2013-03-29 17:47:01","2013-03-29 17:47:25",24,4,"1",25,"w-0.775-5","0",0,"1335","YtransSin11.png","turk8","5","turk8",3,2,4
7,"TRUE","117.201.40.86",6,6,"2013-03-29 17:46:17","2013-03-29 17:46:39",22,4,"1",13,"w-0.725-5","1",0,"1346","YTransExp10.png","turk8","5","turk8",3,2,4
7,"FALSE","117.201.40.86",4,1,"2013-03-29 17:45:10","2013-03-29 17:45:29",19,4,"1",25,"w-0.575-0","0",0,"1326","YtransSin2.png","turk8","0","turk8",3,2,4
7,"FALSE","117.201.40.86",3,5,"2013-03-29 17:44:03","2013-03-29 17:44:32",29,4,"1",13,"w-0.65-4","1",0,"1343","YTransExp7.png","turk8","4","turk8",3,2,4
7,"TRUE","117.201.40.86",4,4,"2013-03-29 17:45:50","2013-03-29 17:46:11",21,4,"1",25,"w-0.7-4","0",0,"1334","YtransSin10.png","turk8","4","turk8",3,2,4
7,"FALSE","117.201.40.86",3,6,"2013-03-29 17:46:42","2013-03-29 17:46:58",16,4,"1",25,"w-0.8-3","0",0,"1332","YtransSin8.png","turk8","3","turk8",3,2,4
7,"TRUE","117.201.40.86",3,3,"2013-03-29 17:47:45","2013-03-29 17:48:02",17,4,"1",13,"w-0.625-2","1",0,"1340","YTransExp4.png","turk8","2","turk8",3,2,4
7,"FALSE","117.201.40.86",1,4,"2013-03-29 17:48:07","2013-03-29 17:48:20",13,4,"1",13,"w-0.75-3","1",0,"1341","YTransExp5.png","turk8","3","turk8",3,2,4
8,"FALSE","31.11.77.193",4,2,"2013-03-29 17:28:46","2013-03-29 17:29:00",14,2,"1",25,"w-0.6-0","0",0,"1325","YtransSin1.png","turk8","0","turk8",2,1,2
8,"FALSE","31.11.77.193",1,6,"2013-03-29 17:30:08","2013-03-29 17:30:30",22,5,"1",25,"w-0.8-3","0",0,"1332","YtransSin8.png","turk8","3","turk8",2,1,2
8,"FALSE","31.11.77.193",3,1,"2013-03-29 17:29:02","2013-03-29 17:29:15",13,1,"1",25,"w-0.5-1","0",0,"1327","YtransSin3.png","turk8","1","turk8",2,1,2
8,"TRUE","31.11.77.193",1,1,"2013-03-29 17:27:33","2013-03-29 17:27:54",21,2,"1",12,"w-0.75-3","2",0,"1351","YTransInv5.png","turk8","3","turk8",2,1,2
8,"TRUE","31.11.77.193",5,5,"2013-03-29 17:29:49","2013-03-29 17:30:05",16,3,"1",12,"w-0.575-2","2",0,"1349","YTransInv3.png","turk8","2","turk8",2,1,2
8,"TRUE","31.11.77.193",4,4,"2013-03-29 17:29:19","2013-03-29 17:29:46",27,2,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",2,1,2
8,"FALSE","31.11.77.193",5,1,"2013-03-29 17:20:38","2013-03-29 17:21:32",54,3,"1",12,"w-0.75-3","2",0,"1351","YTransInv5.png","turk8","3","turk8",2,1,2
8,"FALSE","31.11.77.193",2,6,"2013-03-29 17:26:32","2013-03-29 17:26:50",18,3,"1",12,"w-0.5-1","2",0,"1347","YTransInv1.png","turk8","1","turk8",2,1,2
8,"TRUE","31.11.77.193",6,6,"2013-03-29 17:27:57","2013-03-29 17:28:44",47,4,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",2,1,2
8,"FALSE","31.11.77.193",5,6,"2013-03-29 17:25:58","2013-03-29 17:26:29",31,3,"1",12,"w-0.775-5","2",0,"1355","YTransInv9.png","turk8","5","turk8",2,1,2
8,"FALSE","31.11.77.193",1,4,"2013-03-29 17:22:11","2013-03-29 17:22:23",12,1,"1",12,"w-0.725-5","2",0,"1356","YTransInv10.png","turk8","5","turk8",2,1,2
8,"FALSE","31.11.77.193",3,1,"2013-03-29 17:23:19","2013-03-29 17:23:36",17,3,"1",25,"w-0.5-1","0",0,"1327","YtransSin3.png","turk8","1","turk8",2,1,2
8,"TRUE","31.11.77.193",5,5,"2013-03-29 17:26:53","2013-03-29 17:27:14",21,3,"1",12,"w-0.7-4","2",0,"1354","YTransInv8.png","turk8","4","turk8",2,1,2
8,"FALSE","31.11.77.193",1,4,"2013-03-29 17:27:19","2013-03-29 17:27:30",11,1,"1",25,"w-0.7-4","0",0,"1334","YtransSin10.png","turk8","4","turk8",2,1,2
8,"FALSE","31.11.77.193",6,3,"2013-03-29 17:22:31","2013-03-29 17:23:16",45,3,"1",25,"w-0.65-4","0",0,"1333","YtransSin9.png","turk8","4","turk8",2,1,2
8,"FALSE","31.11.77.193",2,6,"2013-03-29 17:23:40","2013-03-29 17:24:12",32,1,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",2,1,2
9,"FALSE","108.87.189.132",1,3,"2013-03-29 18:28:15","2013-03-29 18:28:47",32,2,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",2,1,3
9,"FALSE","108.87.189.132",5,6,"2013-03-29 18:24:40","2013-03-29 18:25:06",26,2,"1",12,"w-0.775-5","2",0,"1355","YTransInv9.png","turk8","5","turk8",2,1,3
9,"FALSE","108.87.189.132",5,2,"2013-03-29 18:25:08","2013-03-29 18:25:28",20,4,"1",25,"w-0.6-0","0",0,"1325","YtransSin1.png","turk8","0","turk8",2,1,3
9,"FALSE","108.87.189.132",2,6,"2013-03-29 18:26:27","2013-03-29 18:26:44",17,5,"1",25,"w-0.6-1","0",0,"1328","YtransSin4.png","turk8","1","turk8",2,1,3
9,"FALSE","108.87.189.132",2,4,"2013-03-29 18:28:48","2013-03-29 18:29:20",32,1,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",2,1,3
9,"FALSE","108.87.189.132",5,6,"2013-03-29 18:29:47","2013-03-29 18:30:03",16,1,"1",12,"w-0.6-1","2",0,"1348","YTransInv2.png","turk8","1","turk8",2,1,3
9,"FALSE","108.87.189.132",4,6,"2013-03-29 18:25:31","2013-03-29 18:26:20",49,3,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",2,1,3
9,"FALSE","108.87.189.132",5,3,"2013-03-29 18:23:52","2013-03-29 18:24:25",33,3,"1",25,"w-0.65-4","0",0,"1333","YtransSin9.png","turk8","4","turk8",2,1,3
9,"FALSE","108.87.189.132",3,4,"2013-03-29 18:26:48","2013-03-29 18:27:16",28,2,"1",12,"w-0.625-2","2",0,"1350","YTransInv4.png","turk8","2","turk8",2,1,3
9,"FALSE","108.87.189.132",2,1,"2013-03-29 18:29:24","2013-03-29 18:29:45",21,3,"1",12,"w-0.75-3","2",0,"1351","YTransInv5.png","turk8","3","turk8",2,1,3
9,"FALSE","108.87.189.132",6,4,"2013-03-29 18:27:19","2013-03-29 18:28:14",55,3,"1",12,"w-0.65-4","2",0,"1353","YTransInv7.png","turk8","4","turk8",2,1,3
10,"TRUE","67.168.16.33",4,4,"2013-03-29 17:48:42","2013-03-29 17:49:09",27,2,"1",12,"w-0.725-5","2",0,"1356","YTransInv10.png","turk8","5","turk8",4,2,3
10,"FALSE","67.168.16.33",2,4,"2013-03-29 17:48:12","2013-03-29 17:48:41",29,2,"1",12,"w-0.65-4","2",0,"1353","YTransInv7.png","turk8","4","turk8",4,2,3
10,"FALSE","67.168.16.33",1,4,"2013-03-29 17:46:40","2013-03-29 17:47:05",25,2,"1",12,"w-0.625-2","2",0,"1350","YTransInv4.png","turk8","2","turk8",4,2,3
10,"FALSE","67.168.16.33",4,6,"2013-03-29 17:46:00","2013-03-29 17:46:19",19,2,"1",12,"w-0.5-1","2",0,"1347","YTransInv1.png","turk8","1","turk8",4,2,3
10,"FALSE","67.168.16.33",6,3,"2013-03-29 17:47:08","2013-03-29 17:47:27",19,2,"1",25,"w-0.65-4","0",0,"1333","YtransSin9.png","turk8","4","turk8",4,2,3
10,"FALSE","67.168.16.33",2,6,"2013-03-29 17:45:05","2013-03-29 17:45:46",41,2,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",4,2,3
10,"TRUE","67.168.16.33",2,2,"2013-03-29 17:44:38","2013-03-29 17:45:03",25,2,"1",25,"w-0.6-0","0",0,"1325","YtransSin1.png","turk8","0","turk8",4,2,3
10,"FALSE","67.168.16.33",2,6,"2013-03-29 17:47:29","2013-03-29 17:47:43",14,2,"1",25,"w-0.6-1","0",0,"1328","YtransSin4.png","turk8","1","turk8",4,2,3
10,"FALSE","67.168.16.33",2,1,"2013-03-29 17:48:00","2013-03-29 17:48:11",11,2,"1",12,"w-0.75-3","2",0,"1351","YTransInv5.png","turk8","3","turk8",4,2,3
10,"FALSE","67.168.16.33",6,3,"2013-03-29 17:47:44","2013-03-29 17:47:59",15,2,"1",25,"w-0.75-3","0",0,"1331","YtransSin7.png","turk8","3","turk8",4,2,3
10,"FALSE","67.168.16.33",3,4,"2013-03-29 17:46:21","2013-03-29 17:46:39",18,2,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",4,2,3
11,"FALSE","174.51.255.183",3,4,"2013-03-29 18:17:52","2013-03-29 18:17:56",4,3,"1",25,"w-0.625-2","0",0,"1330","YtransSin6.png","turk8","2","turk8",3,1,2
11,"FALSE","174.51.255.183",1,6,"2013-03-29 18:18:14","2013-03-29 18:18:19",5,3,"1",25,"w-0.8-3","0",0,"1332","YtransSin8.png","turk8","3","turk8",3,1,2
11,"FALSE","174.51.255.183",4,3,"2013-03-29 18:17:19","2013-03-29 18:17:32",13,4,"1",25,"w-0.65-4","0",0,"1333","YtransSin9.png","turk8","4","turk8",3,1,2
11,"FALSE","174.51.255.183",3,4,"2013-03-29 18:17:34","2013-03-29 18:17:39",5,3,"1",13,"w-0.7-4","1",0,"1344","YTransExp8.png","turk8","4","turk8",3,1,2
11,"FALSE","174.51.255.183",1,2,"2013-03-29 18:16:27","2013-03-29 18:16:43",16,4,"1",13,"w-0.775-5","1",0,"1345","YTransExp9.png","turk8","5","turk8",3,1,2
11,"FALSE","174.51.255.183",6,1,"2013-03-29 18:17:42","2013-03-29 18:17:45",3,5,"1",25,"w-0.575-0","0",0,"1326","YtransSin2.png","turk8","0","turk8",3,1,2
11,"FALSE","174.51.255.183",2,6,"2013-03-29 18:17:47","2013-03-29 18:17:51",4,2,"1",25,"w-0.725-5","0",0,"1336","YtransSin12.png","turk8","5","turk8",3,1,2
11,"FALSE","174.51.255.183",5,6,"2013-03-29 18:17:58","2013-03-29 18:18:02",4,4,"1",25,"w-0.6-1","0",0,"1328","YtransSin4.png","turk8","1","turk8",3,1,2
11,"FALSE","174.51.255.183",4,1,"2013-03-29 18:16:57","2013-03-29 18:17:06",9,5,"1",13,"w-0.5-1","1",0,"1337","YTransExp1.png","turk8","1","turk8",3,1,2
11,"FALSE","174.51.255.183",5,2,"2013-03-29 18:18:05","2013-03-29 18:18:12",7,5,"1",13,"w-0.575-2","1",0,"1339","YTransExp3.png","turk8","2","turk8",3,1,2
11,"FALSE","174.51.255.183",2,4,"2013-03-29 18:18:21","2013-03-29 18:18:25",4,2,"1",13,"w-0.75-3","1",0,"1341","YTransExp5.png","turk8","3","turk8",3,1,2
12,"TRUE","27.59.152.100",2,2,"2013-03-29 17:45:42","2013-03-29 17:46:12",30,1,"1",13,"w-0.775-5","1",0,"1345","YTransExp9.png","turk8","5","turk8",5,1,3
12,"TRUE","27.59.152.100",3,3,"2013-03-29 17:41:38","2013-03-29 17:42:36",58,1,"1",13,"w-0.625-2","1",0,"1340","YTransExp4.png","turk8","2","turk8",5,1,3
12,"FALSE","27.59.152.100",5,4,"2013-03-29 17:37:56","2013-03-29 17:38:40",44,1,"1",25,"w-0.7-4","0",0,"1334","YtransSin10.png","turk8","4","turk8",5,1,3
12,"TRUE","27.59.152.100",6,6,"2013-03-29 17:39:52","2013-03-29 17:40:39",47,1,"1",25,"w-0.8-3","0",0,"1332","YtransSin8.png","turk8","3","turk8",5,1,3
12,"FALSE","27.59.152.100",4,2,"2013-03-29 17:35:37","2013-03-29 17:37:18",101,1,"1",25,"w-0.6-0","0",0,"1325","YtransSin1.png","turk8","0","turk8",5,1,3
12,"TRUE","27.59.152.100",4,4,"2013-03-29 17:44:18","2013-03-29 17:44:53",35,1,"1",13,"w-0.75-3","1",0,"1341","YTransExp5.png","turk8","3","turk8",5,1,3
